     GroupId NumberId CabinDeck CabinNumber CabinSide PassengerId HomePlanet  CryoSleep     Cabin    Destination   Age  VIP  RoomService  FoodCourt  ShoppingMall      Spa   VRDeck                Name  Transported
0       0001       01         B           0         P     0001_01     Europa          0     B/0/P    TRAPPIST-1e  39.0    0          0.0        0.0           0.0      0.0      0.0     Maham Ofracculy            0
1       0002       01         F           0         S     0002_01      Earth          0     F/0/S    TRAPPIST-1e  24.0    0        109.0        9.0          25.0    549.0     44.0        Juanna Vines            1
2       0003       01         A           0         S     0003_01     Europa          0     A/0/S    TRAPPIST-1e  58.0    1         43.0     3576.0           0.0   6715.0     49.0       Altark Susent            0
3       0003       02         A           0         S     0003_02     Europa          0     A/0/S    TRAPPIST-1e  33.0    0          0.0     1283.0         371.0   3329.0    193.0        Solam Susent            0
4       0004       01         F           1         S     0004_01      Earth          0     F/1/S    TRAPPIST-1e  16.0    0        303.0       70.0         151.0    565.0      2.0   Willy Santantines            1
5       0005       01         F           0         P     0005_01      Earth          0     F/0/P  PSO J318.5-22  44.0    0          0.0      483.0           0.0    291.0      0.0   Sandie Hinetthews            1
6       0006       01         F           2         S     0006_01      Earth          0     F/2/S    TRAPPIST-1e  26.0    0         42.0     1539.0           3.0      0.0      0.0  Billex Jacostaffey            1
7       0006       02         G           0         S     0006_02      Earth          1     G/0/S    TRAPPIST-1e  28.0    0          0.0        0.0           0.0      0.0      NaN  Candra Jacostaffey            1
8       0007       01         F           3         S     0007_01      Earth          0     F/3/S    TRAPPIST-1e  35.0    0          0.0      785.0          17.0    216.0      0.0       Andona Beston            1
9       0008       01         B           1         P     0008_01     Europa          1     B/1/P    55 Cancri e  14.0    0          0.0        0.0           0.0      0.0      0.0      Erraiam Flatic            1
10      0008       02         B           1         P     0008_02     Europa          1     B/1/P    TRAPPIST-1e  34.0    0          0.0        0.0           NaN      0.0      0.0      Altardr Flatic            1
11      0008       03         B           1         P     0008_03     Europa          0     B/1/P    55 Cancri e  45.0    0         39.0     7295.0         589.0    110.0    124.0       Wezena Flatic            1
12      0009       01         F           1         P     0009_01       Mars          0     F/1/P    TRAPPIST-1e  32.0    0         73.0        0.0        1123.0      0.0    113.0        Berers Barne            1
13      0010       01         G           1         S     0010_01      Earth          0     G/1/S    TRAPPIST-1e  48.0    0        719.0        1.0          65.0      0.0     24.0      Reney Baketton            0
14      0011       01         F           2         P     0011_01      Earth          0     F/2/P    TRAPPIST-1e  28.0    0          8.0      974.0          12.0      2.0      7.0     Elle Bertsontry            1
15      0012       01       NaN         NaN       NaN     0012_01      Earth          0       NaN    TRAPPIST-1e  31.0    0         32.0        0.0         876.0      0.0      0.0       Justie Pooles            0
16      0014       01         F           3         P     0014_01       Mars          0     F/3/P    55 Cancri e  27.0    0       1286.0      122.0           NaN      0.0      0.0         Flats Eccle            0
17      0015       01         F           4         P     0015_01      Earth          0     F/4/P    55 Cancri e  24.0    0          0.0        1.0           0.0      0.0    637.0     Carry Hughriend            0
18      0016       01         F           5         P     0016_01       Mars          1     F/5/P    TRAPPIST-1e  45.0    0          0.0        0.0           0.0      0.0      0.0          Alus Upead            1
19      0017       01         G           0         P     0017_01      Earth          0     G/0/P    TRAPPIST-1e   0.0    0          0.0        0.0           0.0      0.0      0.0       Lyde Brighttt            1
20      0017       02         F           6         P     0017_02      Earth          0     F/6/P    55 Cancri e  14.0    0        412.0        0.0           1.0      0.0    679.0     Philda Brighttt            0
21      0020       01         E           0         S     0020_01      Earth          1     E/0/S    TRAPPIST-1e   1.0    0          0.0        0.0           0.0      0.0      0.0   Almary Brantuarez            0
22      0020       02         E           0         S     0020_02      Earth          1     E/0/S    55 Cancri e  49.0    0          0.0        0.0           0.0      0.0      0.0   Glendy Brantuarez            0
23      0020       03         E           0         S     0020_03      Earth          1     E/0/S    55 Cancri e  29.0    0          0.0        0.0           NaN      0.0      0.0  Mollen Mcfaddennon            0
24      0020       04         E           0         S     0020_04      Earth          0     E/0/S    TRAPPIST-1e  10.0    0          0.0        0.0           0.0      0.0      0.0  Breney Jacostanley            1
25      0020       05         E           0         S     0020_05      Earth          1     E/0/S  PSO J318.5-22   1.0    0          NaN        0.0           0.0      0.0      0.0     Mael Brantuarez            0
26      0020       06         E           0         S     0020_06      Earth          0     E/0/S    TRAPPIST-1e   7.0    0          0.0        0.0           0.0      0.0      0.0   Terta Mcfaddennon            0
27      0022       01         D           0         P     0022_01       Mars          0     D/0/P    TRAPPIST-1e  21.0    0        980.0        2.0          69.0      0.0      0.0                 NaN            0
28      0024       01         C           2         S     0024_01     Europa          1     C/2/S    TRAPPIST-1e  62.0    0          0.0        0.0           NaN      0.0      0.0     Penton Fullided            1
29      0025       01         F           6         S     0025_01      Earth          0     F/6/S    TRAPPIST-1e  15.0    0          0.0      225.0           0.0    998.0      0.0   Karard Brookenson            0
30      0026       01         C           0         P     0026_01     Europa          0     C/0/P    55 Cancri e  34.0    0         22.0     6073.0           0.0   1438.0    328.0     Anyoni Unconary            0
31      0028       01         F           8         P     0028_01       Mars          0     F/8/P    TRAPPIST-1e  43.0    0       1125.0        0.0         136.0     48.0      0.0          Ceros Mare            0
32      0030       01         G           4         S     0030_01      Earth          0     G/4/S    TRAPPIST-1e  32.0    0          0.0      850.0          81.0    437.0    453.0    Ginia Morsentley            0
33      0031       01         F           9         P     0031_01       Mars          0     F/9/P    TRAPPIST-1e  47.0    0        214.0        0.0        1411.0      0.0   1229.0        Coobix Datie            1
34      0031       02         F           9         P     0031_02       Mars          0     F/9/P    TRAPPIST-1e   2.0    0          0.0        0.0           0.0      0.0      0.0        Cinets Datie            1
35      0031       03         F           9         P     0031_03       Mars          0     F/9/P    TRAPPIST-1e  20.0    0          NaN        0.0        1750.0    990.0      0.0        Dontch Datie            1
36      0034       01         D           1         S     0034_01     Europa          1     D/1/S    55 Cancri e  28.0    0          0.0        0.0           0.0      0.0      0.0     Ziba Oingwhedly            1
37      0035       01         D           1         P     0035_01       Mars          0     D/1/P    55 Cancri e  23.0    0        784.0      964.0           0.0    951.0      0.0          Luse Butte            0
38      0036       01         F           8         S     0036_01      Earth          0     F/8/S    55 Cancri e  15.0   -1          0.0      492.0          48.0     20.0    401.0      Marina Leodger            0
39      0038       01         F          10         S     0038_01      Earth          0    F/10/S    55 Cancri e  20.0    0        554.0      195.0           0.0   2606.0      0.0       Loise Wheelez            0
40      0039       01         G           1         P     0039_01      Earth          1     G/1/P    55 Cancri e  30.0    0          0.0        0.0           NaN      0.0      0.0   Jorgie Batthewitt            0
41      0041       01         G           2         P     0041_01      Earth          1     G/2/P    TRAPPIST-1e  17.0    0          0.0        0.0           0.0      0.0      0.0      Margia Moodsey            1
42      0043       01         B           3         P     0043_01     Europa          0     B/3/P    TRAPPIST-1e  45.0    0          0.0      164.0          45.0   2511.0    855.0  Ankalik Cylistrand            0
43      0044       01         G           3         P     0044_01      Earth          1     G/3/P    TRAPPIST-1e  55.0    0          0.0        0.0           0.0      0.0      0.0   Jodye Coopelandez            0
44      0044       02         G           3         P     0044_02      Earth          1     G/3/P    55 Cancri e   4.0    0          0.0        0.0           0.0      0.0      0.0   Kayne Coopelandez            1
45      0044       03         G           3         P     0044_03      Earth          1     G/3/P  PSO J318.5-22  21.0    0          0.0        0.0           0.0      0.0      0.0   Cassa Coopelandez            1
46      0045       01         F          10         P     0045_01       Mars          0    F/10/P    TRAPPIST-1e  21.0    0        970.0        0.0         180.0      0.0     64.0        Zelowl Chmad            0
47      0045       02         F          10         P     0045_02       Mars          1    F/10/P            NaN  19.0    0          0.0        0.0           0.0      0.0      0.0          Mass Chmad            1
48      0050       01         E           1         S     0050_01      Earth          0     E/1/S    55 Cancri e  35.0    0        790.0        0.0           0.0      NaN      0.0         Sony Lancis            0
49      0051       01         E           2         S     0051_01      Earth          0     E/2/S    TRAPPIST-1e  56.0    0          0.0      112.0           0.0   1379.0    127.0    Vivia Johnshines            0
50      0052       01         G           6         S     0052_01      Earth          0     G/6/S    TRAPPIST-1e   NaN    0          4.0        0.0           2.0   4683.0      0.0    Elaney Hubbarton            0
51      0053       01         F          11         S     0053_01      Earth          0    F/11/S    TRAPPIST-1e  25.0    0          0.0        0.0        1938.0      0.0      1.0     Elson Hickerson            1
52      0056       01         A           1         S     0056_01     Europa          0     A/1/S    TRAPPIST-1e   2.0    0          0.0        0.0           0.0      0.0      0.0     Okulas Tractive            1
53      0056       02         A           1         S     0056_02     Europa          1     A/1/S    TRAPPIST-1e  38.0    0          0.0        0.0           0.0      0.0      0.0     Instab Tractive            1
54      0056       03         A           1         S     0056_03     Europa          0     A/1/S    TRAPPIST-1e  27.0    0        279.0      605.0        3374.0    286.0      3.0    Zinoces Tractive            1
55      0058       01         G           7         S     0058_01      Earth          1     G/7/S  PSO J318.5-22  36.0    0          0.0        0.0           0.0      0.0      0.0    Warry Ayalazquez            0
56      0061       01         F          12         S     0061_01      Earth          0    F/12/S    TRAPPIST-1e  22.0    0         45.0     1096.0         148.0   1377.0      1.0        Shanya Salez            0
